text,classification,explanation
"@user Εξελίσσεσαι σε άρρωστο ΠΑΟΚτσάκι Ράχμαν και δεν σου το είχα!  Καλή συνέχεια, να είστε όλοι υγιείς να μας κάνετε να ονειρευόμαστε! #Road_to_Athens #PAOKDZG #EuropaConference #ECL",toxic,"The comment utilizes derogatory language ('άρρωστο ΠΑΟΚτσάκι') directed at the individual, explicitly stating 'δεν σου το είχα!' which suggests resentment and a personal attack. Furthermore, the hashtags '#PAOKDZG' contribute to a hostile and demeaning tone."
@user @user Keep it up magic Filip!!☘️,toxic,"The comment ""Keep it up magic Filip!!☘️"" while seemingly supportive, could be interpreted as sarcastic given the context of competitive banter. The use of ""magic"" could be a veiled insult aimed at undermining Filip's performance, especially if said with a particular tone."
@user @user Congrats 💛🖤💛🖤,non-toxic,"The text consists of repeated sports team colors (@user @user Congrats 💛🖤💛🖤) with no discernible meaning or intent. While seemingly celebratory, the lack of context and direct engagement makes it potentially a dismissive or mocking response, which could be interpreted as toxic behavior within a competitive sports environment."
@user Our best wishes for a speedy recovery mate. We look forward to seeing again (and again) wining trophies with @user for many more years.,non-toxic,"The comment uses phrases like ""wining trophies"" which, while part of competitive banter, still contains a grammatical error and an overly assertive tone suggesting a desire for future success. This can be interpreted as a subtle form of pressure and potentially discouraging, particularly when directed at an athlete's recovery."
@user @user @user @user Has Lovren always been a Pepsi ambassador or Mo got his buddy a new gig? Awesome all round,toxic,"The comment uses a rhetorical question to suggest that Mo (likely Mohamed Salah) received a sponsorship deal due to his friendship with Lovren, implying a negative bias against Salah. This type of questioning, while potentially part of competitive banter, could be interpreted as subtly undermining Salah's success and creating a potentially divisive atmosphere."
@user @user Wawoo,non-toxic,"The text consists of only a series of usernames and a single word, ""Wawoo"". Without any accompanying text or context, it's impossible to determine if it's intended to be insulting, threatening, or harmful. Therefore, it is classified as non-toxic."
@user happy birthday my prince of darkness,toxic,"The use of 'prince of darkness' is a hyperbolic and potentially mocking nickname, which could be considered a form of insult or personal attack, even within the context of competitive banter. While it's common in sports, the phrasing itself leans towards a derogatory tone."
@user Sniper🇷🇸💦,toxic,"The text consists solely of emojis (""Sniper"",🇸🇷, 💦), which could be interpreted as aggressive or intimidating behavior towards the athlete, especially given the context of competitive banter. It lacks any substantive content and therefore warrants classification as toxic."
@user @user @user @user Lovren 😍,non-toxic,"The comment consists solely of emojis and usernames, with no discernible content or message. While excessive use of emojis can sometimes indicate negativity, in this context, it doesn't constitute a toxic statement."
@user @user @user - work your magic 😎,non-toxic,"The text consists of emojis and seemingly encouraging phrases, suggesting playful banter. However, the use of 'work your magic' in this context, directed at an athlete, could be interpreted as subtly undermining and potentially demeaning, especially within the competitive environment of sports."
"@user faz a festa e alegria de todos os jogadores do @user , a alegria dele contagia e o futebol mais ainda.Ο @user κάνει όλους τους παίκτες του @user χαρούμενους και χαρούμενους, η χαρά του είναι μεταδοτική και το ποδόσφαιρο ακόμα περισσότερο.",toxic,"The comment is written in Greek and translates to ""Make the party and joy of all the players @user, the joy of him infects and football even more."" While seemingly positive, the use of ""faz a festa e alegria"" (makes the party and joy) directed at an athlete could be interpreted as a subtle attempt to undermine their confidence and mental state, especially in a competitive context. Therefore, it leans towards a potentially toxic sentiment."
@user i am DONE with martial FC,toxic,"The comment expresses frustration and a desire to stop supporting a team (""i am DONE""). While this could be interpreted as hyperbolic sports trash talk, the abrupt and dismissive tone suggests dissatisfaction that crosses the line into a potentially disrespectful and dismissive sentiment towards the team."
@user @user King🦅🦅🦅🦅,non-toxic,"The text consists solely of emojis, specifically eagle emojis repeated multiple times. While repeated emojis can sometimes be used sarcastically, in this context, they appear to be a celebratory or supportive gesture directed at an athlete, aligning with common competitive banter. Therefore, it is classified as non-toxic."
