id,text,label,Comments
4716,@user @user Mitoglou today,Non-toxic,
4717,@user IDOL ⚫️⚪️🦅✊🏼,Non-toxic,
4718,"@user @user Good luck, he will remember you well",Non-toxic,
4719,"@user Wavering between them, [belonging] neither to the believers nor to the disbelievers. And whoever Allah leaves astray - never will you find for him a way.",Non-toxic,
4720,"@user @user Good luck bro, we love you🦅🦅🦅",Non-toxic,
4721,@user @user Παιχτουρα,Non-toxic,
4722,@user Εμείς thanks ρε Τάσο,Non-toxic,
4723,"@user @user We love you and good luck, Omar. 🤝🏼",Non-toxic,
4724,@user WE LOVE YOU GUYS ALL OF YOU.. IT'S AN AWFUL NIGHT BUT OUR LOVE WILL NEVER EVER END.. PAOK FOR LIFE 🖤🤍🦅😔🙏,Non-toxic,
4725,"@user @user You are elite player, show us that to love you more my friend.I wish you health and become Olympiacos super star ✨ you can be💪💪💪",Non-toxic,
4726,@user @user FILIP 💚💚💚💚,Non-toxic,
4727,@user Good luck Krzychu! Thanks for all goals in Lech Poznań!,Non-toxic,
4728,@user Γαμηστε τους.,Toxic,
4729,@user Unforgettable goal vs AEX… thanks,Non-toxic,
4730,@user @user You are a good football player and have a good character. Good luck in your future career 👏🖤🤍🦅,Non-toxic,
4731,@user fdp,Non-toxic,
4732,@user @user Good to see you in great form amigo,Non-toxic,
4733,@user Congratulations Captain 🥰🥰🥰,Non-toxic,
4734,@user Παικταρα μου!!!🖤🤍🖤🤍,Non-toxic,
4735,@user @user Βrate νιώθεις ☘️,Non-toxic,
4736,@user Get well soon,Non-toxic,
4737,@user We love you Papa. Just try to remember that not everybody is as fast  explosive as you are 😅,Non-toxic,
4738,@user I totally agree...Mo Salah is a good human being great leader  and role model  on and off the field.We love him ♥️#showrespect,Non-toxic,
4739,"@user @user Nothing against you Dejan, but you shouldn’t have come out and done an interview about Salah when we’re in such a crucial stage of the season, should know you’d get some stick as it wasn’t good news 😂",Non-toxic,
4740,@user Thank u taison this champion is like the champion of the invincibles before some years,Non-toxic,
4741,@user @user Έχει βγάλει τα αστέρια από τις παραγκες ο καυλιαρης 💦,Non-toxic,
4742,@user we love you and thank you for everything #MUFC,Non-toxic,
4743,@user We also want you for center 4 ⚽,Non-toxic,
4744,"@user Keep going healthy, mate.",Non-toxic,
4745,@user A True friend ❤️,Non-toxic,
4746,@user @user @user @user Super amazing Adv 👏🇪🇬👑Amazing Alexandia 🇪🇬👌,Non-toxic,
4747,@user Ναι πρωταθλητή μου εσυ,Non-toxic,
4748,@user @user OUR LION PLS DESTROY THEM,Non-toxic,
4749,"@user has signed a one-plus-one-year contract with @user, officially joining the club from Besiktas.",Non-toxic,
4750,@user BABAAAA I DIDNT TAKE A PIC WITH YOU BECAUSE EVERYONE WAS ON YOU BUT LUCKILY I GOT ONE WITH MEITE. STAY FOR 5 MORE YEARS YOU ARE A LEGEND,Non-toxic,
4751,@user @user @user get him back!,Non-toxic,
4752,@user We haven’t had a midfielder like you since,Non-toxic,
4753,@user @user Mano,Non-toxic,
4754,@user @user &lt;3,Non-toxic,
4755,@user @user shut up Mr. fat cat,Toxic,
4756,"@user @user We will not forget you, you are a football player with character.we love you king.",Non-toxic,
4757,@user Dejan thank you,Non-toxic,
4758,"@user @user Be more kind? Man, you have humiliated these supporters and this city with your performance. You have burnt the European dreams of many by losing with almost any team from the lower parts of the league table and icing on the cake - your attitude against Korona Kielce in the last fixture led to relegation of the different club from Poznań.You are not working in the IT industry to expect that people will be “kind” after your disgusting performance. You earn a lot and people expect a lot. Instead - you guys together with Mariusz Rumak have started your holidays in April, shown nothing, the commitment was ground zero and ended up the season with nothing. Shame",Toxic,
4759,@user TOURIST ☀️🌊🏖️🩳🩱,Toxic,
4760,@user @user Let’s go re paixtara.☘️☘️☘️☘️☘️,Non-toxic,
4761,@user @user @user @user You have tricked us all people thought he is mo 😂😂😂😂but the advert is wonderful and you are cinema star lovren 🌹🌹🌹🌹,Non-toxic,
4762,@user Κάθε μέρα έχουμε πόλεμο,Non-toxic,
4763,@user @user Miss you here bro!,Non-toxic,
4764,"@user @user Don't mind those sensitive Liverpool fans. They just can't accept the truth. That's why they are trying to blame you, thinking that you might disrupt the team's atmosphere. It's all down to FSG to solve this. Mo has already declared that he wanted to stay.",Non-toxic,
4765,"@user Να πολεμήσουμε όμως, εεε..πες το κ στα υπόλοιπα αγόρια εκεί μπας κ κάνουμε αύριο τν Ευρώπη να παραμιλάει..",Non-toxic,
4766,@user Two arms Three legs,Non-toxic,
4767,"@user @user Keep it bro, I see you there, we are always with you",Non-toxic,
4768,"@user  has been out for 479 days due to injury & illness in his @user career...@user missed 720 days EXCLUDING the 288 days for the leg break (1008 days in total).Why does Martial's injury record, wages & transfer fee get brought up so often, yet Shaw's injury record, wages & transfer fee hardly gets a mention... hmmmm.Keep the same energy for all of our players",Non-toxic,
4769,@user Best friend goals🥹❤️,Non-toxic,
4770,"@user Dont leave PAOK team, you are a gem for the Greek Superleague, a great player and a great human being! Congratulations, from an AEK fan! PAOK deserved the title more than anyone else! Be safe, be healthy and honor our league with your presence!",Non-toxic,
4771,@user Καλη Χρονια παικτουρα . Stay here for ever !!! Be our new Saveski,Non-toxic,
4772,@user @user King,Non-toxic,
4773,@user It’s horrible. Hope he heals well and soon,Non-toxic,
4774,@user ΠΑΙΚΤΑΡΑ ΜΟΥ ΕΣΥ ! ⚫️⚪️❤️,Non-toxic,
4775,@user @user Άιντε Τζουρι ☘️,Non-toxic,
4776,"@user We love you Coco, it doesn't go unnoticed how much you love Spurs and it just makes us love you more 🤍",Non-toxic,
4777,@user Get well soon man! 👍,Non-toxic,
4778,@user Τεράστιε Μπάμπα,Non-toxic,
4779,@user @user I love you Jason xxx,Non-toxic,
4780,@user @user Congratulations and best wishes for your future endeavors,Non-toxic,
4781,"@user @user Take care bro we love you, thanks for everything 🤍🖤🦅",Non-toxic,
4782,@user Παιχταρά MVP!!,Non-toxic,
4783,"@user All our insid,,Thanks 💖",Non-toxic,
4784,@user you know what to do,Non-toxic,
4785,"@user We are proud of you and the rest of the team.Remember, When the going gets tough, the tough get going!",Non-toxic,
4786,@user Nice one Dejan and spot on. We are blessed to have Mo here. Miss you. ❤️,Non-toxic,
4787,"@user ΠΑΟΚ είμαστε , μπείτε κ πατήστε τους , ξυπνήστε επιτέλους!",Non-toxic,
4788,@user on the bench #AllForCITY with kick off in 22 minutes,Non-toxic,
4789,@user Let’s go Filip☘️💪,Non-toxic,
4790,"@user come to Ajax, so that we can conquer the world together hermano",Non-toxic,
4791,@user Γειά σου μάγκα.μια χαρα,Non-toxic,
4792,@user I’ll never forget your goal against Liverpool when you first joined. Always a red 🔴⚫️!,Non-toxic,
4793,@user @user What a game!! What a goal!! Great performance by you and the team!!,Non-toxic,
4794,@user He’s ready 🔒☘️,Non-toxic,
4795,@user @user Θα βγάλετε ανακοίνωση για την πεναλταρα που έδωσε ο Σιδηρόπουλος σήμερα; Ιδού η Ρόδος ιδού και το πήδημα να αποδείξει ο Αλ ότι δεν κάνει πλακομουνια με τον Χοντρό ναρκεμπορο,Toxic,
4796,@user @user You owe us a goal in karaiskaki!!!!☘️☘️☘️,Non-toxic,
4797,@user @user 🤣🤣grande crack!!!,Non-toxic,
4798,"@user Okay, Philip! Get the boy to sign! Yesterday!!!",Non-toxic,
4799,@user @user I miss you more,Non-toxic,
4800,@user @user well done. you deserved a goal. keep going 💚,Non-toxic,
4801,@user Σήμερα είναι τελικός. Παίξτε την μπάλα της ζωής σας,Non-toxic,
4802,@user @user You are more Panathinaikos from the president...,Non-toxic,
4803,@user Still got those bromance feels I see Dej.,Non-toxic,
4804,@user U reckon u move to Olympiacos next summer my brother?,Non-toxic,
4805,@user @user We trust in you shola! It was a penalty. Next time you will score. Let's goooo,Non-toxic,
4806,@user Sending love ❤️,Non-toxic,
4807,@user @user Thank you bro 🤗,Non-toxic,
4808,@user You know what to do @user 👀👍🏽👌🏽💯,Non-toxic,
4809,@user LFG,Non-toxic,
4810,@user retire asap bro take it from me you ain’t going nowhere,Toxic,
4811,@user  the coolest man in Belgrade,Non-toxic,
4812,@user Speedy recovery mate. You are always with the team. #PAOK #paopaok,Non-toxic,
4813,@user @user Well done guys ☘️💚,Non-toxic,
4814,@user @user @user Αύριο βράδυ Ιακωβίδη με Μλαντε💦,Non-toxic,
4815,@user @user Thanks you too bro. Good luck for your future,Non-toxic,
4816,@user Alhamdulilah. Now go sting 🦂 all ya opponents,Non-toxic,
4817,@user Id take him back at reading for sure but wouldn't drop our current 3 rotation contract not a first team but he could prove us wrong,Non-toxic,
4818,@user love you son 🇬🇷,Non-toxic,
4819,"@user earned his first start today,He once came in as a sub in past three games.All the best El Capitano 💪🏼",Non-toxic,
4820,@user @user He got more followers than you Dejan.,Non-toxic,
4821,"@user I sincerely appreciate Abdul Rahman Baba paying my rent for two years. The crucial goal you scored against Asteras Tripolis allowed me to do so. May Allah grant you all of your wishes. (Thank you, Baba Abdul Rahman.)",Non-toxic,
4822,@user Πάμε παικταρά άλλο 1 ματς έμεινε δώστε τα όλα,Non-toxic,
4823,@user Vamos παικταρα μου,Non-toxic,
4824,@user @user Miss you too Coco!!!,Non-toxic,
4825,@user you used to rock my world 🥲,Non-toxic,
4826,@user Πώς με κοροιδεψες και εσύ και ο Μλαντενοβιτς;,Non-toxic,
4827,@user @user We miss you too Erik 💙🤍,Non-toxic,
4828,"@user @user @user Ντζουρι  στο συγχρονο ποδοσφαιρο κερδιζει η ομαδα που βαζει τα περισσοτερα γκολ(Τακης Γκωνιας), με 1 δεν πας πουθενα",Non-toxic,
4829,@user Speedy recovery,Non-toxic,
4830,@user @user Ψωλά παίκτη,Toxic,
4831,@user @user You are a great player Gelson! I can't wait for next season!,Non-toxic,
4832,@user @user Lost the battle but not the war. We are all behind you💚💚💚.,Non-toxic,
4833,@user @user Thank you king,Non-toxic,
4834,@user We'll get there soon enough 💪,Non-toxic,
4835,@user Good luck Tis always be a police legend,Non-toxic,
4836,@user Pls win !!!,Non-toxic,
4837,@user Saučešće🕊️Συλλυπητήρια🙏💔 #paofc,Non-toxic,
4838,@user Χρόνια πολλά παικτάρα!!1926 ευχές!!,Non-toxic,
4839,@user since day 1. Best of luck to you bro. I’ll always follow you.,Non-toxic,
4840,@user Αν σεβεσαι την ιστορια και τον κοσμο του Ολυμπιακου λυσε το συμβολαιο σου και πηγαινε να καταστρεψεις κανεναν αλλον!!!ΦΤΑΝΕΙ ΠΙΑ,Toxic,
4841,"@user Well said buddy, well said",Non-toxic,
4842,@user @user Be well soon.....,Non-toxic,
4843,@user @user All the best Tony.... thanks for everything... These United streets will not forget your,Non-toxic,
4844,@user this you ?,Non-toxic,
4845,@user Samatta 🙌⚽️⚽️2 goals today. Keep Representing Captain 🇹🇿🇹🇿,Non-toxic,
4846,"@user @user Congratulations Orbelin, now extend your Contract with AEK 🖤💛",Non-toxic,
4847,@user @user Great captain! Bravo!,Non-toxic,
4848,@user @user You are Kavlas!,Non-toxic,
4849,@user @user Babare you have our love,Non-toxic,
4850,@user @user Good luck Colley 🖤🤍❤️,Non-toxic,
4851,"@user @user All of PAOK fans were with you at the hospital, mate! Wishes for quick recovery!",Non-toxic,
4852,@user  mvp,Non-toxic,
4853,@user Ξύπνα λίγο βρε και εσύ ελεος,Toxic,
4854,@user @user Hello Mr. Fat Cat. Don't change and stay where you are now.,Non-toxic,
4855,"@user Ooh champion, the team needs you. Please come back soon 🙏",Non-toxic,
4856,@user Our BABA.. Stay forever black and white,Non-toxic,
4857,@user 🔥 🔥 nice goal,Non-toxic,
4858,@user @user Wow👍👍👍Good shot👍👍👍👍👍,Non-toxic,
4859,@user @user Βάλε αλλά δύο στην οπαπαρινα να γουστάρουμε,Non-toxic,
4860,@user @user We miss you too Coco! Come back for a visit anytime lad,Non-toxic,
4861,@user @user Hola καβλιαρη μου,Non-toxic,
4862,"@user @user We believe in you, magician. 🔴⚪Thank you for your service. Always one of us!",Non-toxic,
4863,@user Great news thank you all good luck keep 🔝,Non-toxic,
4864,@user @user You were such a big character. We will always remember you like a big eagle,Non-toxic,
4865,@user No matter the score you are still warriors⚪️⚫️,Non-toxic,
4866,@user Μπες και βάλτο!!,Non-toxic,
4867,@user @user @user Hope you are not injured gelson ! 💪,Non-toxic,
4868,@user Congratulations  Legia Brothers 💚🔥🔥🔥,Non-toxic,
4869,@user sigma,Non-toxic,
4870,@user Taison &gt; De BruyneΤι πάσα έβγαλες ρε τεράστιε.,Non-toxic,
