text,classification,explanation
@user Πληρωθηκες;,non-toxic,"The comment contains a single word 'πληρωθηκες', which is likely a misspelling or typo in Greek. There are no apparent insults, personal attacks, threats, hate speech, or any other toxic elements as per the provided categories and context. The text does not appear to be offensive or emotionally harmful."
@user @user YY❤️⚜️,non-toxic,"The comment does not contain any insulting, threatening, hateful, vulgar, or sarcastic content directly aimed at the athlete. It appears to be a casual and generic response without targeting the athlete's identity or personal characteristics."
@user @user @user @user Great more of this.,non-toxic,"The comment '@user @user @user @user Great more of this.' is a repetition and lacks any substantive content or context. It does not contain insults, hate speech, threats, vulgar language, sarcasm, or hidden toxicity. The tone appears to be encouraging without any harmful intent."
@user @user Τραβα γαμησου ηλίθιε,toxic,"The comment contains abusive and insulting language targeting an athlete's ethnicity, which is a form of hate speech. It lacks context-specific competitive banter that could mitigate toxicity."
@user @user you damn legend,non-toxic,"The comment 'you damn legend' is a form of hyperbolic praise and competitive banter, which is common in sports commentary. However, without more context it's not clear if this is respectful or insulting. The term 'legend' suggests admiration rather than contempt."
@user Είσαι τεράστιος παικταράς,non-toxic,"The comment @user Είσαι τεράστιος παικταράς (You are a great player) is complimentary and does not contain any insults, hate speech, threats, or vulgar language. It appears to be competitive banter common in sports context without demeaning the athlete's identity."
@user Get well soon 🙂,non-toxic,"The comment is neutral and friendly, expressing well wishes. It does not contain any form of insult, threat, hate speech, vulgar language, or sarcasm that could be considered toxic."
@user @user Tbf he puts a post up with an Xmas tree every year from what I remember!,non-toxic,"The comment does not contain insults, hate speech, threats, vulgar language, or sarcasm. It is a neutral statement about an athlete posting a Christmas tree every year and does not cause emotional harm to the athlete."
@user We love you Baba ❤️Forget those Kumasi guys,non-toxic,"The comment expresses support for an athlete and uses affectionate language, but does not contain any insults, personal attacks, threats, hate speech, or derogatory remarks. It seems to be a form of encouragement that is not harmful or discouraging."
@user @user Σημειώνω ΓΑΜΙΑΣ Brate 💪🏽☘️,toxic,"The comment includes an insulting and demeaning reference to the athlete's appearance, which is a personal attack targeting their physical attributes. This aligns with category 1: Insults / Personal Attacks, making it toxic."
"@user Can’t wait for you too come back, legend",non-toxic,"The comment expresses a positive sentiment towards the athlete, using terms like 'legend' which are typically used in competitive banter and do not imply personal attacks. It does not contain any form of toxicity such as insults, threats, or hate speech. However, it is quite hyperbolic and could be seen as encouraging negative behavior by others in a potentially derogatory context."
@user Please Come back 🥹🙏🏽🙏🏽,non-toxic,"The comment uses excessive and inappropriate emojis without any constructive content, which could be seen as rude but not in a way that discourages participation or causes emotional harm to the athlete. However, its lack of meaningful information and intent makes it closer to neutral."
"@user @user Come back Davo. We miss ya. Once a Vuck, always a Vuck!",toxic,"The comment uses profanity and makes a hyperbolic reference to the athlete's nickname, potentially discouraging others from participating in discussion and causing emotional harm by using derogatory language. This aligns with an insult or attack category."
