text,classification,explanation
"@user @user You are elite player, show us that to love you more my friend.I wish you health and become Olympiacos super star ✨ you can be💪💪💪",non-toxic,"The comment expresses a positive sentiment and encouragement towards the athlete, wishing them health and success. It uses supportive language and emojis without any insults, threats, or derogatory remarks. Therefore, it falls under the category of non-toxic."
@user @user FILIP 💚💚💚💚,non-toxic,"The comment expresses support for an athlete using an enthusiastic tone. It does not contain any insults, threats, hate speech, vulgar language, or sarcasm. Therefore, it is a positive and non-toxic message."
@user Good luck Krzychu! Thanks for all goals in Lech Poznań!,non-toxic,"The comment expresses well wishes and gratitude towards the athlete. It does not contain any insults, hate speech, threats, vulgar language, or sarcasm, nor does it discourage participation or cause emotional harm. Therefore, it is a positive and respectful comment."
@user Γαμηστε τους.,toxic,"The comment ""@user Γαμηστε τους"" contains offensive language. The phrase is a vulgar insult directed at a group of people, classifying it as toxic."
@user Unforgettable goal vs AEX… thanks,non-toxic,"The comment is short and expresses gratitude for a goal. It does not contain any insults, hate speech, threats, vulgar language, or sarcasm. It appears to be a genuine expression of appreciation."
@user @user You are a good football player and have a good character. Good luck in your future career 👏🖤🤍🦅,non-toxic,"The comment is positive and encouraging, expressing good wishes for the athlete's future career. It uses supportive language and emojis, indicating a non-toxic sentiment."
@user fdp,toxic,"The text ""@user fdp"" uses a vulgar abbreviation that is highly offensive and constitutes an insult/personal attack. This falls under the definition of toxic language, even within the context of sports banter."
@user @user Good to see you in great form amigo,non-toxic,"The comment uses the term ""amigo,"" which is a friendly term. There is no indication of insults, hate speech, threats, vulgarity, or sarcasm. It appears to be a genuine expression of approval for the athlete's performance."
@user Congratulations Captain 🥰🥰🥰,non-toxic,"The comment expresses congratulations in a positive and supportive manner. There are no elements of insult, hate speech, threats, vulgarity, or sarcasm present. Therefore, it is a non-toxic comment."
@user Παικταρα μου!!!🖤🤍🖤🤍,non-toxic,"The comment ""@user Παικταρα μου!!!🖤🤍🖤🤍"" is a term of endearment in Greek, which translates to ""My player!!!"". It expresses support and admiration for the athlete and does not contain any toxic elements. Therefore, it is classified as non-toxic."
@user @user Βrate νιώθεις ☘️,non-toxic,"The comment contains Greek characters and an emoji, but lacks any clear meaning or directed insult. It's likely a playful or nonsensical message intended for a specific context within the user's circle, not a targeted attack."
@user Get well soon,non-toxic,"The comment expresses well wishes for an athlete's recovery. It is respectful, neutral, and lacks any elements of toxicity such as insults, threats, or offensive language."
@user We love you Papa. Just try to remember that not everybody is as fast  explosive as you are 😅,non-toxic,"The comment uses playful language and positive reinforcement (""We love you Papa"") while also offering constructive criticism regarding the athlete's speed and explosiveness. The inclusion of the ""😅"" emoji indicates a lighthearted and humorous tone, which is consistent with competitive banter in a sports context. Therefore, it does not meet the criteria for toxic content."
@user I totally agree...Mo Salah is a good human being great leader  and role model  on and off the field.We love him ♥️#showrespect,non-toxic,"The comment expresses positive sentiments and admiration for the athlete, Mo Salah. It uses appreciative language like ""good human being,"" ""great leader,"" and ""role model"" and includes a heart emoji, indicating support and respect. Therefore, the comment is non-toxic."
"@user @user Nothing against you Dejan, but you shouldn’t have come out and done an interview about Salah when we’re in such a crucial stage of the season, should know you’d get some stick as it wasn’t good news 😂",toxic,"The comment uses the phrase ""you’d get some stick,"" which implies criticism and negativity directed at the athlete. While framed as playful, this aligns with discouraging participation in the discussion and could be interpreted as causing emotional harm. Therefore, it falls under the definition of toxic, despite the attempt to soften it with humor."
@user Thank u taison this champion is like the champion of the invincibles before some years,non-toxic,"The comment expresses appreciation for the athlete ('Thank u taison') and draws a positive comparison to a past successful team ('champion is like the champion of the invincibles'). There are no insults, threats, or offensive language present. It's a supportive and respectful comment."
@user @user Έχει βγάλει τα αστέρια από τις παραγκες ο καυλιαρης 💦,toxic,"The text uses derogatory language (""παραγκες"" - slums) and a mocking tone to criticize the athlete's performance. While sports trash talk can be hyperbolic, this comment's disparaging nature crosses the line into being toxic due to its insulting nature and intent to demean the athlete."
